session_id,timestamp,machine_id,operator_id,task_type,operator_skill,operator_experience_yrs,machine_age_yrs,engine_hours,weather,ground_condition,temperature_c,fuel_used_l,load_cycles,avg_payload_kg,idle_time_min,operating_time_min,seatbelt_status,proximity_min_m,people_in_zone,estimated_time_min,actual_time_min,safety_risk_score,safety_alert_triggered,anomaly_flag,anomaly_type
S000128,2026-06-26T07:42:18,DZ001,OP1017,Grading,Beginner,0,10,6972.1,Rainy,Rocky,27.8,19.6,46,2231.7,32.63,73.37,Fastened,42.54,0,35.0,73.37,23.4,False,False,
S000129,2026-06-26T07:42:28,MG001,OP1020,Grading,Intermediate,5,5,4011.4,Sunny,Wet,31.2,10.45,31,818.3,16.85,45.2,Fastened,43.67,0,35.0,45.2,8.9,False,False,
S000130,2026-06-26T07:50:10,EXC002,OP1029,Trenching,Intermediate,5,8,5866.0,Sunny,Firm,31.5,12.28,109,1592.3,15.17,48.97,Fastened,18.25,0,45.0,48.97,15.5,False,False,
S000131,2026-06-26T07:59:04,DZ002,OP1026,Grading,Expert,12,6,5181.2,Sunny,Firm,37.1,6.76,20,2124.7,12.64,30.66,Fastened,44.62,0,35.0,30.66,11.5,False,False,
S000132,2026-06-26T08:05:01,EXC008,OP1035,Earth Excavation,Expert,10,8,5737.3,Sunny,Wet,38.4,23.16,236,1594.3,33.04,76.52,Fastened,38.69,0,60.0,76.52,11.3,False,False,
S000133,2026-06-26T08:21:12,MG002,OP1006,Grading,Intermediate,4,5,3986.9,Cloudy,Wet,33.7,11.94,35,564.1,15.7,50.56,Fastened,35.82,0,35.0,50.56,12.1,False,False,
S000134,2026-06-26T08:21:30,EXC011,OP1014,Demolition,Intermediate,5,6,5075.0,Cloudy,Firm,31.6,36.57,256,1495.9,43.8,111.16,Fastened,20.03,0,90.0,111.16,5.8,False,False,
S000135,2026-06-26T08:30:09,EXC010,OP1034,Demolition,Beginner,0,5,3604.5,Sunny,Rocky,40.0,62.19,347,1437.4,152.34,158.63,Fastened,1.34,1,90.0,158.63,65.2,False,False,
S000136,2026-06-26T08:47:57,MG001,OP1037,Grading,Beginner,1,5,4011.4,Foggy,Rocky,22.1,15.38,35,850.3,66.81,56.09,Fastened,19.41,0,35.0,56.09,24.1,False,False,
S000137,2026-06-26T08:52:06,EXC006,OP1019,Earth Excavation,Intermediate,5,2,1571.3,Sunny,Loose,32.7,17.35,229,1491.0,30.18,65.59,Fastened,35.55,0,60.0,65.59,7.0,False,False,
S000138,2026-06-26T08:54:35,WL002,OP1019,Material Loading,Intermediate,5,1,783.8,Windy,Firm,32.0,8.43,53,3307.9,24.85,34.28,Fastened,48.53,0,30.0,34.28,11.5,False,False,
S000139,2026-06-26T08:56:02,DZ001,OP1035,Earth Excavation,Expert,10,10,6972.1,Sunny,Rocky,31.3,25.32,233,2826.4,36.23,70.31,Fastened,2.61,1,60.0,70.31,67.3,False,False,
S000140,2026-06-26T08:59:14,EXC004,OP1018,Trenching,Expert,13,5,3789.5,Rainy,Wet,23.1,20.69,177,1247.0,60.71,72.07,Fastened,21.93,0,45.0,72.07,20.5,False,False,
S000141,2026-06-26T09:02:57,WL001,OP1037,Material Loading,Beginner,1,7,5493.1,Rainy,Wet,26.2,16.99,109,3761.0,35.5,56.08,Fastened,21.33,0,30.0,56.08,17.6,False,False,
S000142,2026-06-26T09:15:03,MG001,OP1043,Grading,Beginner,1,5,4011.4,Rainy,Loose,29.4,15.48,30,775.3,43.51,54.67,Fastened,37.93,0,35.0,54.67,24.4,False,False,
S000143,2026-06-26T09:20:09,EXC008,OP1047,Trenching,Intermediate,4,8,5737.3,Windy,Firm,34.1,16.87,115,1424.4,32.04,54.81,Fastened,8.69,0,45.0,54.81,5.3,False,False,
S000144,2026-06-26T09:40:12,EXC007,OP1044,Trenching,Expert,11,7,5857.0,Rainy,Loose,24.5,20.28,141,1362.2,43.64,61.58,Fastened,14.12,0,45.0,61.58,24.1,False,False,
S000145,2026-06-26T09:41:09,WL001,OP1036,Material Loading,Beginner,0,7,5493.1,Foggy,Rocky,23.8,14.06,82,4004.4,26.81,49.92,Fastened,1.7,1,30.0,49.92,88.5,True,False,
S000146,2026-06-26T09:42:25,WL003,OP1027,Material Loading,Intermediate,4,5,4055.7,Windy,Firm,30.4,11.46,69,3677.9,10.33,39.07,Fastened,19.79,0,30.0,39.07,10.6,False,False,
S000147,2026-06-26T10:04:53,EXC012,OP1043,Trenching,Beginner,1,8,6522.6,Sunny,Firm,39.6,23.5,180,1390.6,50.01,64.71,Fastened,16.79,0,45.0,64.71,4.3,False,False,
S000148,2026-06-26T10:07:36,DZ002,OP1020,Grading,Intermediate,5,6,5181.2,Sunny,Rocky,34.7,10.86,31,2515.7,19.62,44.93,Fastened,32.51,0,35.0,44.93,5.2,False,False,
S000149,2026-06-26T10:16:28,EXC012,OP1021,Earth Excavation,Intermediate,5,8,6522.6,Cloudy,Firm,35.9,26.95,96,1418.1,37.91,77.74,Fastened,9.72,0,60.0,77.74,11.0,False,True,abnormal_cycle_time
S000150,2026-06-26T10:44:51,EXC012,OP1050,Earth Excavation,Beginner,0,8,6522.6,Rainy,Wet,28.1,35.62,376,1686.1,85.31,120.1,Fastened,30.06,0,60.0,120.1,24.2,False,False,
S000151,2026-06-26T10:49:58,EXC011,OP1015,Earth Excavation,Intermediate,2,6,5075.0,Rainy,Rocky,25.5,32.92,246,1233.2,72.86,91.62,Fastened,18.67,0,60.0,91.62,20.9,False,False,
S000152,2026-06-26T10:54:51,EXC009,OP1021,Earth Excavation,Intermediate,5,3,2243.1,Rainy,Firm,24.1,26.29,248,1716.4,38.26,82.2,Fastened,9.16,0,60.0,82.2,23.8,False,False,
S000153,2026-06-26T10:56:04,WL001,OP1008,Material Loading,Expert,13,7,5493.1,Windy,Firm,34.4,10.12,55,3707.4,13.18,31.65,Fastened,1.78,1,30.0,31.65,73.7,True,False,
S000154,2026-06-26T11:03:20,MG001,OP1026,Grading,Expert,12,5,4011.4,Cloudy,Loose,28.8,7.42,28,570.5,19.65,37.39,Unfastened,2.46,1,35.0,37.39,100.0,True,True,unsafe_operation
S000155,2026-06-26T11:07:33,DZ001,OP1050,Earth Excavation,Beginner,0,10,6972.1,Cloudy,Firm,34.1,31.23,259,2043.8,59.54,89.89,Fastened,3.02,1,60.0,89.89,72.0,True,False,
S000156,2026-06-26T11:10:13,EXC004,OP1040,Trenching,Intermediate,2,5,3789.5,Rainy,Rocky,25.4,19.6,179,1559.1,35.39,75.0,Fastened,27.32,0,45.0,75.0,22.7,False,False,
S000157,2026-06-26T11:13:39,EXC007,OP1014,Demolition,Intermediate,5,7,5857.0,Foggy,Loose,23.0,67.86,346,1348.2,73.59,167.93,Fastened,15.11,0,90.0,167.93,21.7,False,False,
S000158,2026-06-26T11:17:11,DZ001,OP1037,Earth Excavation,Beginner,1,10,6972.1,Sunny,Rocky,40.2,34.82,262,2319.2,62.94,89.42,Unfastened,14.62,0,60.0,89.42,43.0,False,False,
S000159,2026-06-26T11:22:44,MG001,OP1021,Grading,Intermediate,5,5,4011.4,Sunny,Firm,41.0,10.16,31,772.8,22.34,45.42,Fastened,35.11,0,35.0,45.42,12.0,False,False,
S000160,2026-06-26T11:30:46,EXC001,OP1047,Trenching,Intermediate,4,2,1530.0,Rainy,Wet,23.8,17.8,154,1474.2,28.55,65.61,Fastened,46.2,0,45.0,65.61,26.7,False,False,
S000161,2026-06-26T11:34:10,MG002,OP1043,Grading,Beginner,1,5,3986.9,Rainy,Rocky,22.1,16.51,42,864.7,55.5,68.53,Fastened,42.6,0,35.0,68.53,17.6,False,False,
S000162,2026-06-26T11:37:42,EXC003,OP1047,Trenching,Intermediate,4,6,4636.1,Cloudy,Rocky,29.8,18.96,160,1399.4,25.68,59.42,Fastened,34.78,0,45.0,59.42,8.2,False,False,
S000163,2026-06-26T11:45:00,DZ002,OP1037,Earth Excavation,Beginner,1,6,5181.2,Windy,Firm,29.8,29.51,323,2803.4,53.09,88.97,Fastened,17.42,0,60.0,88.97,11.1,False,False,
S000164,2026-06-26T11:46:16,MG002,OP1041,Grading,Beginner,0,5,3986.9,Cloudy,Loose,30.7,11.28,30,658.7,22.77,49.76,Fastened,46.15,0,35.0,49.76,13.7,False,False,
S000165,2026-06-26T11:46:40,WL003,OP1037,Material Loading,Beginner,1,5,4055.7,Windy,Firm,31.9,9.99,69,3837.0,36.45,39.55,Fastened,29.44,0,30.0,39.55,10.3,False,False,
S000166,2026-06-26T11:47:02,WL001,OP1031,Material Loading,Beginner,1,7,5493.1,Rainy,Wet,25.8,15.35,107,3005.0,31.43,54.55,Fastened,41.57,0,30.0,54.55,24.1,False,False,
S000167,2026-06-26T11:48:25,EXC006,OP1002,Trenching,Beginner,0,2,1571.3,Windy,Wet,34.4,19.03,184,1527.6,51.06,74.59,Fastened,24.02,0,45.0,74.59,6.3,False,False,
S000168,2026-06-26T11:55:46,EXC002,OP1027,Earth Excavation,Intermediate,4,8,5866.0,Cloudy,Firm,34.1,22.7,222,1478.4,22.1,72.91,Fastened,47.92,0,60.0,72.91,6.7,False,False,
S000169,2026-06-26T12:05:46,WL001,OP1050,Material Loading,Beginner,0,7,5493.1,Foggy,Wet,25.9,18.23,98,4242.4,53.74,61.27,Fastened,14.15,0,30.0,61.27,21.4,False,False,
S000170,2026-06-26T12:13:32,WL001,OP1001,Material Loading,Intermediate,4,7,5493.1,Sunny,Loose,36.5,10.02,55,3201.0,16.67,30.69,Fastened,4.17,1,30.0,30.69,71.7,True,False,
S000171,2026-06-26T12:25:14,EXC005,OP1044,Earth Excavation,Expert,11,7,6266.6,Windy,Firm,29.3,20.51,162,1372.3,20.81,61.35,Fastened,31.41,0,60.0,61.35,8.2,False,False,
S000172,2026-06-26T12:25:37,EXC012,OP1024,Earth Excavation,Intermediate,2,8,6522.6,Rainy,Wet,26.2,31.16,251,1656.0,49.27,88.44,Fastened,42.29,0,60.0,88.44,24.0,False,False,
S000173,2026-06-26T12:26:16,WL003,OP1001,Material Loading,Intermediate,4,5,4055.7,Rainy,Loose,27.0,12.13,62,4007.4,33.34,42.85,Fastened,1.49,1,30.0,42.85,79.9,True,False,
S000174,2026-06-26T12:26:22,WL004,OP1009,Material Loading,Expert,9,2,1563.6,Rainy,Loose,25.8,9.9,75,3518.8,10.25,38.7,Fastened,39.07,0,30.0,38.7,20.4,False,False,
S000175,2026-06-26T12:38:29,WL001,OP1022,Material Loading,Beginner,1,7,5493.1,Sunny,Loose,39.0,10.6,63,4150.8,18.33,37.2,Fastened,18.79,0,30.0,37.2,11.1,False,False,
S000176,2026-06-26T12:47:52,EXC007,OP1014,Trenching,Intermediate,5,7,5857.0,Sunny,Firm,37.9,15.72,129,1723.2,25.04,53.47,Fastened,4.26,1,45.0,53.47,68.7,False,False,
S000177,2026-06-26T12:47:59,DZ001,OP1035,Grading,Expert,10,10,6972.1,Sunny,Rocky,40.9,12.53,30,2038.8,15.26,44.31,Fastened,15.64,0,35.0,44.31,7.4,False,False,
S000178,2026-06-26T12:48:48,WL004,OP1041,Material Loading,Beginner,0,2,1563.6,Sunny,Wet,37.6,11.13,59,3556.4,29.07,39.57,Fastened,43.07,0,30.0,39.57,6.3,False,False,
S000179,2026-06-26T13:06:22,MG002,OP1010,Grading,Intermediate,6,5,3986.9,Cloudy,Loose,30.0,10.57,27,667.6,32.15,40.54,Fastened,36.43,0,35.0,40.54,12.7,False,False,
S000180,2026-06-26T13:12:57,EXC011,OP1016,Demolition,Beginner,0,6,5075.0,Windy,Firm,31.7,49.48,239,1748.6,90.61,127.96,Fastened,48.86,0,90.0,127.96,14.9,False,False,
S000181,2026-06-26T13:20:10,EXC003,OP1043,Demolition,Beginner,1,6,4636.1,Sunny,Firm,41.9,50.02,239,1737.8,58.51,119.54,Fastened,1.59,1,90.0,119.54,73.7,True,False,
S000182,2026-06-26T13:32:04,EXC006,OP1043,Demolition,Beginner,1,2,1571.3,Cloudy,Loose,26.0,62.43,307,1595.7,237.48,132.16,Fastened,3.61,1,90.0,132.16,70.7,True,True,excessive_idling
S000183,2026-06-26T13:33:10,EXC009,OP1028,Trenching,Expert,11,3,2243.1,Sunny,Rocky,34.9,10.5,110,1417.8,17.0,42.49,Fastened,36.01,0,45.0,42.49,5.0,False,False,
S000184,2026-06-26T13:41:14,EXC004,OP1019,Trenching,Intermediate,5,5,3789.5,Rainy,Firm,28.5,24.13,219,1563.6,33.02,79.13,Unfastened,1.34,1,45.0,79.13,100.0,True,True,unsafe_operation
S000185,2026-06-26T13:47:26,EXC007,OP1034,Trenching,Beginner,0,7,5857.0,Windy,Loose,33.6,20.06,165,1272.7,41.68,72.82,Unfastened,46.34,0,45.0,72.82,38.5,False,False,
S000186,2026-06-26T14:09:12,EXC005,OP1022,Earth Excavation,Beginner,1,7,6266.6,Sunny,Loose,34.2,26.4,311,1540.2,62.75,81.87,Fastened,40.43,0,60.0,81.87,10.4,False,False,
S000187,2026-06-26T14:10:26,EXC003,OP1004,Demolition,Expert,8,6,4636.1,Cloudy,Rocky,26.2,30.92,191,1328.1,40.97,95.02,Fastened,29.51,0,90.0,95.02,11.1,False,False,
S000188,2026-06-26T14:24:08,EXC010,OP1041,Earth Excavation,Beginner,0,5,3604.5,Sunny,Firm,36.5,27.28,262,1657.2,39.76,81.41,Fastened,39.02,0,60.0,81.41,6.5,False,False,
S000189,2026-06-26T14:33:47,EXC001,OP1008,Trenching,Expert,13,2,1530.0,Sunny,Firm,33.4,11.07,82,1251.7,14.16,35.47,Fastened,17.17,0,45.0,35.47,9.7,False,False,
S000190,2026-06-26T14:37:33,EXC002,OP1020,Earth Excavation,Intermediate,5,8,5866.0,Cloudy,Wet,30.6,28.25,240,1600.8,25.2,82.3,Fastened,49.11,0,60.0,82.3,8.5,False,False,
S000191,2026-06-26T14:46:58,WL001,OP1041,Material Loading,Beginner,0,7,5493.1,Rainy,Wet,24.0,15.46,95,3198.1,29.52,54.18,Fastened,25.26,0,30.0,54.18,26.6,False,False,
S000192,2026-06-26T14:54:44,EXC004,OP1034,Trenching,Beginner,0,5,3789.5,Rainy,Wet,28.6,23.26,226,1277.2,34.12,83.25,Fastened,33.48,0,45.0,83.25,21.5,False,False,
S000193,2026-06-26T14:55:14,WL003,OP1048,Material Loading,Beginner,2,5,4055.7,Cloudy,Firm,32.8,10.91,77,4127.0,25.02,43.47,Fastened,18.24,0,30.0,43.47,10.9,False,False,
S000194,2026-06-26T14:55:18,EXC006,OP1011,Demolition,Expert,14,2,1571.3,Cloudy,Firm,31.9,31.79,187,1221.3,31.63,87.02,Fastened,34.76,0,90.0,87.02,10.2,False,False,
S000195,2026-06-26T15:21:34,EXC011,OP1009,Trenching,Expert,9,6,5075.0,Cloudy,Loose,33.6,14.59,115,1245.1,13.66,45.61,Fastened,48.28,0,45.0,45.61,14.3,False,False,
S000196,2026-06-26T15:22:19,EXC007,OP1033,Trenching,Intermediate,3,7,5857.0,Cloudy,Rocky,30.8,18.9,149,1373.4,34.48,59.84,Fastened,36.02,0,45.0,59.84,9.4,False,False,
S000197,2026-06-26T15:30:54,MG002,OP1002,Grading,Beginner,0,5,3986.9,Sunny,Rocky,34.2,12.52,40,711.8,17.17,53.4,Fastened,3.26,1,35.0,53.4,70.1,True,False,
S000198,2026-06-26T15:32:39,EXC008,OP1019,Demolition,Intermediate,5,8,5737.3,Rainy,Rocky,27.0,52.61,313,1449.6,77.21,137.86,Fastened,34.01,0,90.0,137.86,17.7,False,False,
S000199,2026-06-26T15:33:27,EXC012,OP1001,Trenching,Intermediate,4,8,6522.6,Sunny,Firm,40.5,15.16,138,1207.1,21.18,52.59,Fastened,13.96,0,45.0,52.59,9.4,False,False,
S000200,2026-06-26T15:47:56,WL002,OP1029,Material Loading,Intermediate,5,1,783.8,Rainy,Rocky,25.2,11.99,84,3182.8,18.38,47.78,Fastened,21.21,0,30.0,47.78,21.6,False,False,
S000201,2026-06-26T15:54:00,EXC004,OP1034,Earth Excavation,Beginner,0,5,3789.5,Sunny,Firm,30.8,30.74,320,1446.9,66.68,102.73,Fastened,21.67,0,60.0,102.73,11.8,False,False,
S000202,2026-06-26T16:08:49,WL002,OP1015,Material Loading,Intermediate,2,1,783.8,Sunny,Firm,34.0,7.98,62,3296.3,21.08,31.67,Unfastened,47.51,0,30.0,31.67,37.6,False,False,
S000203,2026-06-26T16:13:24,MG001,OP1048,Grading,Beginner,2,5,4011.4,Cloudy,Wet,35.1,15.89,36,838.4,42.29,55.46,Unfastened,19.63,0,35.0,55.46,41.4,False,False,
S000204,2026-06-26T16:22:47,WL004,OP1049,Material Loading,Beginner,0,2,1563.6,Sunny,Rocky,31.9,12.17,66,3914.3,27.11,39.12,Fastened,28.66,0,30.0,39.12,10.3,False,False,
S000205,2026-06-26T16:24:41,EXC002,OP1009,Trenching,Expert,9,8,5866.0,Sunny,Rocky,30.7,15.79,133,1534.1,22.92,49.26,Fastened,44.92,0,45.0,49.26,8.5,False,False,
S000206,2026-06-26T16:32:35,EXC008,OP1011,Trenching,Expert,14,8,5737.3,Rainy,Wet,24.8,19.26,147,1656.0,38.04,62.13,Fastened,47.98,0,45.0,62.13,21.1,False,False,
S000207,2026-06-26T16:35:06,EXC007,OP1020,Demolition,Intermediate,5,7,5857.0,Cloudy,Firm,26.8,36.35,195,1259.0,34.53,104.43,Fastened,18.44,0,90.0,104.43,10.2,False,False,
S000208,2026-06-26T16:54:25,EXC004,OP1016,Demolition,Beginner,0,5,3789.5,Rainy,Wet,24.6,69.34,326,1324.8,90.17,166.49,Fastened,3.46,1,90.0,166.49,85.3,True,False,
S000209,2026-06-26T17:04:24,EXC012,OP1027,Earth Excavation,Intermediate,4,8,6522.6,Sunny,Rocky,33.4,23.16,197,1606.1,24.19,70.19,Fastened,39.26,0,60.0,70.19,13.5,False,False,
S000210,2026-06-26T17:06:52,EXC005,OP1007,Demolition,Expert,14,7,6266.6,Sunny,Firm,32.1,30.04,157,1331.5,37.16,80.59,Fastened,12.81,0,90.0,80.59,8.3,False,False,
S000211,2026-06-26T17:09:24,DZ001,OP1026,Grading,Expert,12,10,6972.1,Cloudy,Firm,35.4,8.38,23,2936.1,13.35,32.39,Fastened,13.44,0,35.0,32.39,5.6,False,False,
S000212,2026-06-26T17:16:50,EXC010,OP1025,Trenching,Intermediate,2,5,3604.5,Rainy,Wet,24.7,20.89,193,1211.6,34.72,72.06,Fastened,13.07,0,45.0,72.06,21.2,False,False,
S000213,2026-06-26T17:27:29,EXC003,OP1041,Trenching,Beginner,0,6,4636.1,Cloudy,Firm,30.2,19.78,181,1773.6,60.91,64.59,Fastened,25.97,0,45.0,64.59,8.1,False,False,
S000214,2026-06-26T17:32:03,WL001,OP1039,Material Loading,Intermediate,3,7,5493.1,Cloudy,Firm,26.2,13.36,70,3884.7,20.68,41.1,Fastened,29.45,0,30.0,41.1,11.3,False,False,
S000215,2026-06-26T17:44:05,WL003,OP1019,Material Loading,Intermediate,5,5,4055.7,Cloudy,Firm,28.6,8.29,42,3476.5,15.86,29.57,Fastened,23.93,0,30.0,29.57,11.5,False,False,
S000216,2026-06-26T17:50:26,MG001,OP1045,Grading,Beginner,2,5,4011.4,Sunny,Firm,34.6,11.42,28,849.6,19.74,45.84,Fastened,12.59,0,35.0,45.84,8.3,False,False,
S000217,2026-06-26T18:01:24,EXC003,OP1022,Trenching,Beginner,1,6,4636.1,Rainy,Loose,24.7,22.72,208,1722.6,70.56,77.67,Fastened,27.25,0,45.0,77.67,20.2,False,False,
S000218,2026-06-26T18:04:05,EXC009,OP1013,Trenching,Expert,8,3,2243.1,Rainy,Wet,22.2,15.6,138,1512.8,26.0,58.33,Fastened,31.04,0,45.0,58.33,16.5,False,False,
S000219,2026-06-26T18:18:09,WL002,OP1038,Material Loading,Intermediate,6,1,783.8,Sunny,Wet,36.3,6.46,49,3421.1,17.2,30.98,Fastened,31.17,0,30.0,30.98,15.9,False,False,
S000220,2026-06-26T18:27:10,WL003,OP1025,Material Loading,Intermediate,2,5,4055.7,Sunny,Firm,41.4,10.36,60,3548.0,21.88,34.76,Fastened,3.87,1,30.0,34.76,69.2,False,False,
S000221,2026-06-26T18:30:09,EXC001,OP1008,Trenching,Expert,13,2,1530.0,Sunny,Firm,36.8,10.56,92,1702.4,20.19,39.65,Fastened,43.56,0,45.0,39.65,7.9,False,False,
S000222,2026-06-26T18:31:16,MG002,OP1009,Grading,Expert,9,5,3986.9,Windy,Firm,31.7,9.12,26,665.5,19.27,42.86,Fastened,38.66,0,35.0,42.86,11.2,False,False,
S000223,2026-06-26T18:31:26,EXC001,OP1015,Earth Excavation,Intermediate,2,2,1530.0,Rainy,Wet,23.2,22.63,244,1455.4,56.96,79.64,Fastened,28.58,0,60.0,79.64,23.8,False,False,
S000224,2026-06-26T18:32:24,WL004,OP1014,Material Loading,Intermediate,5,2,1563.6,Sunny,Rocky,40.3,11.08,76,4314.7,24.66,38.75,Fastened,14.98,0,30.0,38.75,10.2,False,False,
S000225,2026-06-26T18:44:31,EXC009,OP1031,Earth Excavation,Beginner,1,3,2243.1,Sunny,Firm,33.2,23.62,195,1782.8,36.7,77.01,Fastened,48.01,0,60.0,77.01,6.2,False,False,
S000226,2026-06-26T18:47:46,EXC009,OP1046,Trenching,Intermediate,5,3,2243.1,Sunny,Firm,32.9,16.79,166,1216.1,22.83,54.55,Fastened,10.29,0,45.0,54.55,9.8,False,False,
S000227,2026-06-26T18:48:32,WL002,OP1011,Material Loading,Expert,14,1,783.8,Sunny,Rocky,31.1,8.23,52,3649.0,23.09,31.65,Fastened,21.49,0,30.0,31.65,7.3,False,False,
S000228,2026-06-26T19:04:07,MG001,OP1024,Grading,Intermediate,2,5,4011.4,Sunny,Rocky,33.7,8.19,29,826.8,14.31,39.54,Fastened,28.88,0,35.0,39.54,11.7,False,False,
S000229,2026-06-26T19:05:17,EXC009,OP1002,Trenching,Beginner,0,3,2243.1,Sunny,Firm,32.0,15.35,151,1438.5,31.95,56.94,Fastened,21.2,0,45.0,56.94,11.7,False,False,
S000230,2026-06-26T19:17:18,EXC004,OP1028,Trenching,Expert,11,5,3789.5,Rainy,Rocky,23.3,15.97,166,1292.3,13.81,56.45,Fastened,32.47,0,45.0,56.45,24.4,False,False,
S000231,2026-06-26T19:24:40,DZ002,OP1023,Grading,Intermediate,4,6,5181.2,Cloudy,Wet,30.4,11.07,26,2436.4,17.84,47.4,Unfastened,13.83,0,35.0,47.4,42.5,False,False,
S000232,2026-06-26T19:40:00,WL004,OP1016,Material Loading,Beginner,0,2,1563.6,Cloudy,Rocky,31.0,11.36,64,4044.0,17.8,38.23,Fastened,27.87,0,30.0,38.23,10.6,False,False,
S000233,2026-06-26T19:46:01,EXC007,OP1032,Earth Excavation,Expert,11,7,5857.0,Rainy,Firm,25.0,22.95,196,1370.9,29.09,65.18,Fastened,1.51,1,60.0,65.18,85.0,True,False,
S000234,2026-06-26T19:47:30,EXC002,OP1044,Trenching,Expert,11,8,5866.0,Rainy,Loose,25.8,18.08,133,1242.7,26.15,54.94,Fastened,37.8,0,45.0,54.94,21.3,False,False,
S000235,2026-06-26T19:48:48,EXC011,OP1047,Trenching,Intermediate,4,6,5075.0,Windy,Loose,30.9,18.23,150,1246.0,32.8,60.7,Fastened,39.98,0,45.0,60.7,14.1,False,False,
S000236,2026-06-26T19:54:03,DZ001,OP1007,Grading,Expert,14,10,6972.1,Sunny,Firm,41.4,8.31,20,2412.4,18.11,35.91,Fastened,43.41,0,35.0,35.91,11.0,False,False,
S000237,2026-06-26T19:56:30,DZ001,OP1022,Earth Excavation,Beginner,1,10,6972.1,Sunny,Rocky,39.6,29.11,277,2695.2,51.19,84.14,Fastened,32.45,0,60.0,84.14,7.8,False,False,
S000238,2026-06-26T20:03:28,WL004,OP1001,Material Loading,Intermediate,4,2,1563.6,Rainy,Loose,29.5,10.25,65,4081.9,20.59,36.13,Fastened,17.8,0,30.0,36.13,20.0,False,False,
S000239,2026-06-26T20:10:08,MG001,OP1014,Grading,Intermediate,5,5,4011.4,Rainy,Wet,27.7,13.87,37,868.7,33.85,53.29,Fastened,21.69,0,35.0,53.29,21.7,False,False,
S000240,2026-06-26T20:11:22,DZ001,OP1033,Earth Excavation,Intermediate,3,10,6972.1,Windy,Loose,26.5,22.69,216,2344.2,52.52,78.37,Fastened,2.73,1,60.0,78.37,73.8,True,False,
S000241,2026-06-26T20:13:39,EXC012,OP1002,Earth Excavation,Beginner,0,8,6522.6,Sunny,Rocky,37.6,27.2,254,1533.1,39.05,89.79,Unfastened,20.79,0,60.0,89.79,39.9,False,False,
S000242,2026-06-26T20:16:40,EXC006,OP1015,Demolition,Intermediate,2,2,1571.3,Sunny,Rocky,35.7,40.75,232,1752.6,54.96,104.21,Fastened,2.6,1,90.0,104.21,73.9,True,False,
S000243,2026-06-26T20:18:22,EXC012,OP1028,Earth Excavation,Expert,11,8,6522.6,Windy,Firm,26.1,24.82,208,1730.9,32.23,73.32,Fastened,43.4,0,60.0,73.32,8.5,False,False,
S000244,2026-06-26T20:25:47,WL002,OP1047,Material Loading,Intermediate,4,1,783.8,Cloudy,Loose,26.6,9.73,61,3554.3,19.28,38.09,Fastened,22.68,0,30.0,38.09,11.6,False,False,
S000245,2026-06-26T20:28:12,EXC009,OP1019,Trenching,Intermediate,5,3,2243.1,Sunny,Loose,39.4,13.86,122,1221.2,21.75,49.48,Fastened,17.36,0,45.0,49.48,8.9,False,False,
S000246,2026-06-26T20:30:12,WL002,OP1007,Material Loading,Expert,14,1,783.8,Cloudy,Wet,30.8,8.14,60,4363.8,11.07,32.46,Fastened,15.77,0,30.0,32.46,6.5,False,False,
S000247,2026-06-26T20:33:30,WL002,OP1041,Material Loading,Beginner,0,1,783.8,Windy,Firm,33.0,8.78,73,3405.5,16.01,42.01,Fastened,41.97,0,30.0,42.01,8.1,False,False,
S000248,2026-06-26T20:34:58,EXC011,OP1010,Trenching,Intermediate,6,6,5075.0,Cloudy,Firm,26.3,34.06,144,1390.6,37.61,55.99,Fastened,12.79,0,45.0,55.99,8.9,False,True,fuel_spike
S000249,2026-06-26T20:39:01,EXC002,OP1031,Trenching,Beginner,1,8,5866.0,Rainy,Rocky,25.4,21.97,203,1634.5,36.89,78.73,Fastened,34.57,0,45.0,78.73,24.6,False,False,
S000250,2026-06-26T20:43:18,EXC001,OP1008,Earth Excavation,Expert,13,2,1530.0,Foggy,Wet,26.4,20.33,227,1210.6,35.81,75.3,Fastened,4.1,1,60.0,75.3,78.8,True,False,
S000251,2026-06-26T20:55:00,WL001,OP1047,Material Loading,Intermediate,4,7,5493.1,Cloudy,Loose,34.5,10.16,75,3697.9,15.2,40.47,Fastened,11.83,0,30.0,40.47,8.9,False,False,
S000252,2026-06-26T20:58:55,EXC008,OP1017,Trenching,Beginner,0,8,5737.3,Rainy,Wet,26.0,29.8,217,1307.6,58.36,88.9,Fastened,38.42,0,45.0,88.9,22.1,False,False,
S000253,2026-06-26T21:09:32,MG002,OP1013,Grading,Expert,8,5,3986.9,Cloudy,Wet,34.6,11.7,37,710.8,18.54,46.41,Fastened,13.22,0,35.0,46.41,9.9,False,False,
S000254,2026-06-26T21:13:36,EXC011,OP1007,Trenching,Expert,14,6,5075.0,Rainy,Firm,24.7,14.53,133,1776.4,19.77,53.99,Fastened,26.96,0,45.0,53.99,23.3,False,False,
S000255,2026-06-26T21:14:09,MG001,OP1015,Grading,Intermediate,2,5,4011.4,Windy,Loose,34.2,11.75,32,559.2,21.25,46.29,Fastened,37.15,0,35.0,46.29,6.7,False,False,
S000256,2026-06-26T21:23:26,EXC012,OP1037,Earth Excavation,Beginner,1,8,6522.6,Rainy,Wet,24.1,31.21,305,1608.8,105.35,91.14,Fastened,8.52,0,60.0,91.14,22.0,False,False,
